RA,Nome,Fase,Turma,Ano_Dados,Ano_nasc,Idade,Genero,Ano_ingresso,Instituicao_de_ensino,Pedra,INDE,Cg,Cf,Ct,N_Av,Avaliador1,Rec_Av1,Avaliador2,Rec_Av2,Avaliador3,Rec_Av3,Avaliador4,Rec_Av4,IAA,IEG,IPS,IPP,Rec_Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Destaque_IEG,Destaque_IDA,Destaque_IPV
RA-792,Aluno-792,0,O,2022,2013,9,Feminino,2022,Escola Pública,Ágata,7.025,480.0,136.0,10.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.0,7.5,,Não atendido,6.2,6.5,5.8,,Não,Não,7.167,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-793,Aluno-793,0,O,2022,2012,10,Masculino,2022,Escola Pública,Ágata,6.894,527.0,151.0,12.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.6,7.5,,Não atendido,6.0,6.0,6.0,,Não,Não,7.333,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-794,Aluno-794,0,O,2022,2014,8,Feminino,2022,Escola Pública,Ametista,7.335,381.0,114.0,8.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.9,7.5,,Não atendido,4.1,3.7,4.5,,Não,Não,7.333,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-795,Aluno-795,0,O,2022,2014,8,Feminino,2022,Escola Pública,Topázio,8.064,126.0,35.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,9.7,7.5,,Não atendido,7.3,8.0,6.5,,Não,Não,7.333,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-796,Aluno-796,0,Q,2022,2012,10,Feminino,2022,Escola Pública,Ametista,7.232,416.0,123.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.3,7.5,,Não atendido,5.4,5.8,5.0,,Não,Não,7.667,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-797,Aluno-797,0,Q,2022,2012,10,Masculino,2021,Escola Pública,Ametista,7.217,421.0,126.0,4.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,8.5,7.5,,Não atendido,7.3,8.2,6.5,,Não,Não,7.5,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-798,Aluno-798,0,Q,2022,2012,10,Masculino,2022,Escola Pública,Ametista,7.049,472.0,135.0,5.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,8.3,7.5,,Não atendido,6.3,7.0,5.7,,Não,Não,7.667,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-799,Aluno-799,0,Q,2022,2012,10,Feminino,2022,Escola Pública,Ametista,7.676,244.0,65.0,2.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,9.6,7.5,,Não atendido,7.8,8.5,7.2,,Não,Não,7.917,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-8,Aluno-8,7,A,2022,2002,20,Feminino,2018,Escola Pública,Quartzo,4.786,836.0,21.0,13.0,4.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,7.1,4.6,6.3,,Requer avaliação,1.6,1.2,0.7,2.9,Não,Não,6.278,5.0,8.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-80,Aluno-80,5,K,2022,2006,16,Feminino,2017,Rede Decisão,Ametista,7.29,397.0,26.0,6.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase,9.2,8.3,5.0,,Requer avaliação,7.1,6.5,7.7,7.3,Não,Não,7.625,5.0,6.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-800,Aluno-800,0,Q,2022,2014,8,Masculino,2022,Escola Pública,Ágata,6.818,551.0,157.0,8.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,5.4,7.5,,Não atendido,6.1,6.3,5.8,,Não,Não,7.5,10.0,,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-801,Aluno-801,0,Q,2022,2013,9,Masculino,2022,Escola Pública,Ágata,6.644,611.0,167.0,9.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.0,6.6,7.5,,Não atendido,6.8,7.2,6.3,,Não,Não,7.5,5.0,1.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-802,Aluno-802,0,Q,2022,2013,9,Masculino,2021,Escola Pública,Ametista,7.831,193.0,51.0,1.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.0,7.5,,Não atendido,8.3,9.0,7.5,,Não,Não,8.333,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-803,Aluno-803,0,Q,2022,2012,10,Feminino,2022,Escola Pública,Ágata,6.98,494.0,141.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.2,7.5,,Sem limitações,6.3,6.5,6.0,,Não,Não,7.417,5.0,2.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-804,Aluno-804,0,Q,2022,2012,10,Masculino,2022,Escola Pública,Ágata,6.848,540.0,153.0,7.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.4,6.3,,Não atendido,4.8,5.5,4.0,,Não,Não,7.667,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-805,Aluno-805,0,R,2022,2014,8,Masculino,2021,Escola Pública,Topázio,8.279,65.0,16.0,2.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.0,7.5,,Sem limitações,8.8,8.7,8.9,,Não,Não,7.333,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-806,Aluno-806,0,R,2022,2014,8,Masculino,2022,Escola Pública,Ametista,7.561,290.0,82.0,5.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.3,7.5,,Sem limitações,6.6,5.0,8.2,,Não,Não,7.917,10.0,,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-807,Aluno-807,0,R,2022,2014,8,Masculino,2022,Escola Pública,Topázio,8.121,109.0,31.0,3.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.7,6.3,,Sem limitações,9.0,9.5,8.6,,Não,Não,7.5,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-808,Aluno-808,0,R,2022,2014,8,Masculino,2022,Escola Pública,Topázio,8.361,51.0,12.0,1.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.1,6.3,,Sem limitações,9.3,9.7,8.8,,Não,Não,8.0,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-809,Aluno-809,0,R,2022,2015,7,Masculino,2022,Escola Pública,Ametista,7.259,410.0,120.0,7.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.6,6.3,,Sem limitações,6.3,5.5,7.1,,Não,Não,7.417,10.0,,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-81,Aluno-81,5,K,2022,2008,14,Feminino,2017,Rede Decisão,Ametista,7.675,247.0,14.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,9.2,9.2,5.0,,Requer avaliação,6.0,5.5,5.2,7.3,Não,Não,7.458,10.0,4.0,1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-810,Aluno-810,0,R,2022,2014,8,Masculino,2021,Escola Pública,Ametista,7.887,175.0,47.0,4.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.1,5.0,,Não indicado,9.6,9.7,9.5,,Não,Não,7.25,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-811,Aluno-811,0,R,2022,2013,9,Feminino,2021,Escola Pública,Ágata,6.575,635.0,170.0,8.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.9,5.7,5.6,,Sem limitações,7.3,8.9,5.7,,Não,Não,7.667,5.0,1.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-812,Aluno-812,0,R,2022,2014,8,Masculino,2022,Escola Pública,Ametista,7.497,313.0,90.0,6.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.1,5.6,,Sem limitações,7.4,8.3,6.6,,Não,Não,7.333,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-813,Aluno-813,0,S,2022,2014,8,Masculino,2022,Escola Pública,Ametista,7.093,459.0,134.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,6.5,6.9,,Sem limitações,6.0,6.7,5.3,,Não,Não,7.417,10.0,,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-814,Aluno-814,0,S,2022,2013,9,Masculino,2022,Escola Pública,Ametista,7.592,275.0,77.0,4.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,8.9,9.0,6.9,,Requer avaliação,7.5,7.8,7.2,,Não,Sim,8.417,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-815,Aluno-815,0,S,2022,2013,9,Masculino,2022,Escola Pública,Ágata,6.81,552.0,158.0,7.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,5.6,,Requer avaliação,6.5,7.7,5.3,,Não,Não,7.0,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-816,Aluno-816,0,S,2022,2013,9,Feminino,2022,Escola Pública,Topázio,8.513,32.0,6.0,1.0,2.0,Avaliador-13,Promovido de Fase + Bolsa,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.3,7.5,,Sem limitações,9.6,9.5,9.7,,Sim,Sim,9.417,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-817,Aluno-817,0,S,2022,2014,8,Feminino,2022,Escola Pública,Ametista,7.819,197.0,52.0,2.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.7,6.3,,Requer avaliação,7.1,7.7,6.5,,Não,Não,7.417,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-818,Aluno-818,0,S,2022,2015,7,Masculino,2022,Escola Pública,Ametista,7.483,320.0,95.0,5.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.3,7.5,,Sem limitações,6.2,6.5,5.8,,Não,Não,7.5,10.0,,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-819,Aluno-819,0,S,2022,2014,8,Masculino,2022,Escola Pública,Ametista,7.741,223.0,59.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,7.5,,Sem limitações,7.3,8.0,6.5,,Não,Não,7.333,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-82,Aluno-82,5,K,2022,2005,17,Feminino,2022,Escola Pública,Ágata,6.596,628.0,37.0,9.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Mantido na Fase atual,8.8,6.8,7.5,,Não atendido,5.5,6.0,5.0,,Sim,Não,6.417,5.0,7.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-820,Aluno-820,0,T,2022,2013,9,Masculino,2022,Escola Pública,Ametista,7.417,349.0,103.0,1.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,10.0,6.9,,Sem limitações,6.0,7.7,4.3,,Não,Não,7.583,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-821,Aluno-821,0,T,2022,2012,10,Masculino,2022,Escola Pública,Ágata,6.342,671.0,174.0,5.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,7.0,7.5,,Não atendido,4.6,5.2,4.0,,Não,Não,6.917,5.0,2.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-822,Aluno-822,0,T,2022,2012,10,Masculino,2022,Escola Pública,Ágata,6.922,521.0,148.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,8.4,7.5,,Não atendido,6.1,6.5,5.7,,Não,Não,7.083,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-823,Aluno-823,0,T,2022,2012,10,Feminino,2021,Escola Pública,Quartzo,5.989,729.0,181.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.0,7.5,,Não atendido,2.8,4.0,1.7,,Não,Não,7.167,5.0,2.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-824,Aluno-824,0,T,2022,2014,8,Masculino,2022,Escola Pública,Ágata,6.799,555.0,159.0,4.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,4.4,6.9,,Sem limitações,6.0,7.0,5.0,,Não,Não,7.333,10.0,,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-825,Aluno-825,0,T,2022,2013,9,Feminino,2021,Escola Pública,Ametista,7.25,412.0,121.0,2.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,7.5,8.2,6.9,,Sem limitações,7.6,8.3,6.8,,Não,Não,7.917,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-826,Aluno-826,0,U,2022,2014,8,Masculino,2022,Escola Pública,Ametista,7.776,211.0,55.0,5.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.6,7.5,,Não atendido,5.4,4.3,6.5,,Não,Não,7.5,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-827,Aluno-827,0,U,2022,2012,10,Feminino,2022,Escola Pública,Ametista,7.412,352.0,104.0,6.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.5,7.0,7.5,,Não atendido,7.6,7.7,7.5,,Não,Sim,8.667,5.0,2.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-828,Aluno-828,0,U,2022,2013,9,Feminino,2022,Escola Pública,Ametista,7.139,444.0,131.0,9.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.1,7.5,,Não atendido,6.9,7.3,6.5,,Não,Não,7.833,5.0,1.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-829,Aluno-829,0,U,2022,2014,8,Feminino,2022,Escola Pública,Ametista,8.003,142.0,39.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.6,7.5,,Não atendido,7.8,8.2,7.5,,Não,Não,7.5,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-83,Aluno-83,5,K,2022,2005,17,Feminino,2022,Escola Pública,Ágata,6.671,598.0,35.0,8.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Mantido na Fase atual,7.9,6.8,7.5,,Não atendido,6.8,6.0,7.5,,Sim,Não,5.958,5.0,7.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-830,Aluno-830,0,U,2022,2013,9,Feminino,2022,Escola Pública,Ametista,7.234,414.0,122.0,8.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.6,7.5,,Não atendido,6.0,5.8,6.2,,Não,Não,7.5,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-831,Aluno-831,0,U,2022,2013,9,Masculino,2022,Escola Pública,Ametista,7.41,356.0,107.0,7.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.2,7.5,,Não atendido,7.2,7.3,7.0,,Não,Não,7.167,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-832,Aluno-832,0,U,2022,2013,9,Masculino,2022,Escola Pública,Topázio,8.179,92.0,24.0,1.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.2,7.5,,Não atendido,8.8,8.8,8.8,,Não,Sim,8.833,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-833,Aluno-833,0,U,2022,2013,9,Masculino,2022,Escola Pública,Ametista,7.791,204.0,53.0,4.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.5,7.5,,Não atendido,7.8,8.2,7.5,,Não,Não,7.583,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-834,Aluno-834,0,U,2022,2013,9,Masculino,2022,Escola Pública,Topázio,8.136,105.0,30.0,2.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.0,7.5,,Não atendido,9.0,9.2,8.8,,Não,Sim,9.083,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-835,Aluno-835,0,V,2022,2014,8,Masculino,2022,Escola Pública,Ametista,7.263,408.0,119.0,6.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,6.9,7.3,7.5,,Não atendido,7.5,7.6,7.3,,Não,Não,6.667,10.0,,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-836,Aluno-836,0,V,2022,2013,9,Masculino,2022,Escola Pública,Ametista,7.665,250.0,68.0,3.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.3,7.5,,Não atendido,9.2,9.0,9.3,,Não,Não,7.583,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-837,Aluno-837,0,V,2022,2014,8,Masculino,2022,Escola Pública,Topázio,8.207,83.0,21.0,1.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.0,7.5,,Não atendido,8.8,9.2,8.3,,Não,Não,7.5,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-838,Aluno-838,0,V,2022,2013,9,Masculino,2022,Escola Pública,Ametista,7.461,330.0,97.0,4.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.4,7.5,,Não atendido,6.3,6.6,5.9,,Sim,Sim,9.417,5.0,1.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
